title,content,meta
Govt_s careful economic management recognised,"The Government’s prudent fiscal management and strong policy programme in the face of the COVID-19 global pandemic have been acknowledged by the credit rating agency Fitch.Fitch hastodayaffirmed New Zealand’s local currency rating at AA+ with a stable outlook and foreign currency rating at AA with a positive outlook.The agency praised the Government’s policy framework, saying the robust public health and macro-policy response to the global COVID-19 pandemic has enabled New Zealand to weather the economic shock exceptionally well by global standards.“This is further confirmation that our decision to move quickly to protect our people and our economy was the right one, as COVID-19 took hold overseas. We used our strong balance sheet to support our workers and businesses through lockdowns as well as keeping in place a buffer in the case of a resurgence,” Grant Robertson said.Fitch also noted the Government’s effective suppression of COVID-19 domestically and its policy response has meant New Zealand is in a V-shaped economic recovery, with GDP returning to pre-pandemic levels by the September quarter last year.“The economic bounce back was a result of our decision to act swiftly during the COVID-19 pandemic. We supported 1.8 million workers through the Wage Subsidy Scheme and invested billions in infrastructure, training and creating jobs,” Grant Robertson said.“While there are vaccines being rolled out in countries seriously affected by COVID-19, the world is by no means out of the woods yet. There is still a huge amount of global uncertainty in the face of new strains of the virus and continued struggles in many countries to contain COVID-19 domestically.“We went into the economic shock caused by the global pandemic with our finances in good shape, including with very low public debt. While we have borrowed more to protect our people and economy, our net debt as a percentage of GDP remains lower than many of our international peers,” Grant Robertson said.","Publication Date: 13 January 2021
URL: https://www.beehive.govt.nz//release/govt%E2%80%99s-careful-economic-management-recognised
Portfolios: Finance"
_23_5m to support community_led Māori vaccination campaigns,"The Government has approved $23.5 million for eight Māori organisations and iwi aimed at boosting Māori vaccination rates, through the new $120 million Māori Communities COVID-19 Fund.Today’s funding announcement is part of the first phase $60 millionfocused on vaccination rates and a further $60 million will support Māori and iwi-led initiatives to protect their communities against COVID-19.Prime Minister Jacinda Ardern and Māori Crown Relations Minister Kelvin Davis are in Te Tai Tokerau today seeing first-hand some of the successful vaccination initiatives being rolled out in Māori communities.“We know that local solutions are how we are going to reach the rest of Maori with our vaccination message,” Kelvin Davis said.“There are an army of volunteers, iwi and Māori organisations already working hard on this mahi and with the funding provided their efforts will be supercharged.”The Māori Communities COVID-19 Fund was announced just over a week ago.Minister for Māori Development Willie Jackson, on behalf of the Ministerial Oversight Group reviewing funding proposals, said the quality of the proposals supported the swift decision-making needed to accelerate vaccination rates for Māori.“The task now is to put our foot on the pedal and reach Māori, particularly in high priority and low vaccination areas like Te Tai Tokerau, Counties Manukau, Lakes District, Taranaki and Tairāwhiti DHBs,” Willie Jackson said.Associate Health Minister Peeni Henare said it was community mobilisation that was making all the difference.“Māori passed 70% having their first jab last Friday. I want to mihi all the hard-working Māori providers, iwi and community groups who, with DHBs, supported whānau to reach that milestone,” Peeni Henare said.Te Puni Kōkiri and Te Arawhiti will now work through funding contracts with the successful Māori organisations and iwi.The first of the Phase One funding round proposals include:Te Tai Tokerau ($4.6 million):includes support for iwi and marae communities, mobile vaccination clinics, events for rangatahi, and targeted communications and 0800 call centre.  This includes priority areas such as Kaikohe, Otangarei, Raumanga and Kaitāia East and West.Tāmaki Makaurau ($1.8 million):includes funding for mobile vaccination clinics, wānanga, clinical staffing and health promotion resources. Priority groups include rangatahi, hard to reach whānau who are vaccine-hesitant, kura kaupapa and bilingual schools.Waikato-Waiariki ($4.95 million):funding to reach isolated whānau and communities including transport for mobile vaccination clinics, clinical staff and wrap-around support, addressing vaccine hesitation, and community outreach and events.North Island – ($5 million):extension of existing funding for the Whanāu Ora Commissioning Agency including vaccination programme, providing vaccine delivery and pastoral support across more than 80 Whānau Ora providers. Also, incentives and activities (e.g. kai, petrol vouchers and essentials) for rangatahi, whānau and Māori communities to encourage vaccination.Taranaki ($1.3 million):includes funding for eight iwi in Taranaki to increase trained vaccinators, recruit nurses, and kaiārahi to set upHeretaunga ($2.2 million):building on successful vaccine mobilisation and events to address accessibility issues, facing Māori in the rohe; transport, mobile vaccine clinics, community champions, events and incentives, particularly targeting rangatahi as 50% of the rohe Māori population is 10-29 years.Whanganui ($2.8 million):funding for iwi covering Southern Taranaki, Rangitīkei and Ruapehu district for community resilience and vaccination response including:  digital data capture of Māori vaccination rates; mobile outreach and vaccine incentives and events and communication of information and community engagement to reduce misinformation.Te Waipounamu ($0.7 million):funding to accelerate Māori vaccinations and build on the previous work of Te Pūtahitanga o Te Waipounamu Whānau Ora agency including:  vaccination clinics, events, mobile outreach, food distribution, communication and removing barriers to vaccination.  All of South Island and targeted initiatives to Invercargill, Alexandra, Ōtautahi and Te Tai Poutini.The Māori Communities COVID-19 Fund involves a two-phase approach focused on further mobilising local vaccination initiatives for whānau, and on supporting Māori, iwi and communities to prepare for the new protection framework.Further proposals for the $60m Phase One initiative, focused on vaccination, will be considered by the Ministerial Oversight Group this week.","Publication Date: 2 November 2021
URL: https://www.beehive.govt.nz//release/235m-support-community-led-m%C4%81ori-vaccination-campaigns
Portfolios: Māori Crown Relations: Te Arawhiti, Māori Development, Whānau Ora"
First batch of COVID_19 vaccine arrives in NZ,"The first batch of COVID-19 vaccine arrived in New Zealand this morning, Prime Minister Jacinda Ardern has confirmed.The shipment of around 60,000 doses arrived as airfreight at Auckland International Airport at 9.34am today.“The Pfizer/BioNTech vaccine’s arrival allows us to start New Zealand’s largest-ever immunisation programme,” Jacinda Ardern said.“Between now and when the vaccination programme starts, quality assurance, and checks by Medsafe and the pharmaceutical company will be undertaken.“We expect to start vaccinating border and MIQ workers in Auckland this Saturday. The more than 30,000 courses will be more than enough to vaccinate this group of workers over the coming 2-3 weeks.“Our border workforce such as cleaners, the nurses who undertake health checks in MIQ, security staff, customs and border officials, airline staff and hotel workers have worked tirelessly to keep all New Zealanders safe and will rightly be first to receive the vaccine.“We know they’re most at-risk of coming into contact with the virus and that’s why we’re targeting them first, as it will also help prevent COVID-19 entering our communities,” Jacinda Ardern said.COVID-19 Response Minister Chris Hipkins said that since arriving this morning, the shipment has had further checks to confirm it has arrived safely and intact, and has been kept at the correct temperature during its flight here - it must be stored at -70 degrees Celsius.“This has been completed and the vaccine has been formally transferred to our ownership and has been transferred to our new ultra-low temperature storage facility in Auckland,” Chris Hipkins said.“We’re expecting further shipments of vaccine over coming weeks and will receive about 225,000 vaccine courses by the end of March.“As these batches arrive, we’ll vaccinate border workers’ household contacts, then the next group will be many frontline healthcare and essential workers, plus those most at risk from COVID-19, such as older people or those with medical conditions that make them vulnerable if infected.“This is another important step in the roll out of New Zealand’s vaccination programme and our efforts to keep New Zealanders safe from COVID,” Chris Hipkins said.","Publication Date: 15 February 2021
URL: https://www.beehive.govt.nz//release/first-batch-covid-19-vaccine-arrives-nz
Portfolios: Prime Minister, COVID-19 Response"
Vaccination_ isolation and masks remain key to public safety this winter,"Being up to date with vaccinations, staying home if unwell and wearing masks in healthcare settings remains key to minimising the impact of COVID-19 and reducing pressure on our health system over winter, Minister of Health Dr Ayesha Verrall said today.Cabinet has agreed to retain mandatory measures for cases to isolate for 7 days and retain the mandatory use of masks for visitors to health care settings.However Cabinet has asked for more work to be done on whether testing to return to work earlier than the 7 days for people who are not symptomatic or are mild cases could be a safe and effective model to reduce the impact on workforce this winter.“We know isolation for COVID-19 cases is the best way to break the chain of transmission to make sure people aren’t passing on the virus and getting other people sick,” Minister Verrall said.“Isolation remains effective in managing spread and keeping case numbers down, and it also helps reduce pressure on our hospital services.“But we need to make sure our settings are right, and look at examples of what is working around the world. A test to return to work rule for lower risk or mild or asymptomatic cases could help reduce the strain on some workforces this winter.“Cabinet will consider advice on this within the next two months.“Wearing face masks in healthcare settings remain an important tool to reduce your own risk and also the risk for others, especially those more vulnerable or susceptible to the virus. These settings will remain for now.“I also urge those eligible for the new COVID-19 bivalent vaccine to get themselves vaccinated, and boosted when eligible,” Minister Verrall said.Cabinet has agreed today to remove the legal framework around the Point of Care Tests Order, which regulates the importation, manufacture, sale and use of tests such as rapid antigen tests (RATs).This Order was originally enacted under the elimination strategy when there was no access to approved self-tests and is no longer necessary.","Publication Date: 11 April 2023
URL: https://www.beehive.govt.nz//release/vaccination-isolation-and-masks-remain-key-public-safety-winter
Portfolios: Health"
New COVID_19 Protection Framework delivers greater freedoms for vaccinated New Zealanders,"New COVID-19 Protection Framework provides pathway out of lockdown and ability for businesses and events to re-open to vaccinated New ZealandersSimpler framework to minimise cases and hospitalisations without use of widespread lockdownsAuckland to move into the new framework when 90 percent of eligible population in each of the three DHBs are fully vaccinated90 percent fully vaccinated target set across each DHB region before rest of the country moves into new systemUp to $940 million per fortnight in Business Boost package$120 million to accelerate Māori vaccination ratesCabinet to review vaccination progress on November 29Vaccinated New Zealanders will regain everyday freedoms when the country moves to a new simplified COVID-19 Protection Framework that doesn’t rely on nationwide lockdowns as the main measure to stop the virus spreading.In a suite of announcements that establish a pathway out of restrictions the Government is also providing up to $940 million per fortnight to support businesses through the challenging period, particularly those in Auckland. $120 million is also being provided to accelerate Māori vaccination rates in the coming weeks.“Our current alert level framework and elimination strategy kept us safe and the economy functioning while we vaccinated but now as more Kiwis are protected by the vaccine we need a new plan to that moves away from lockdowns as our primary defence against the virus,” Prime Minister Jacinda Ardern said.“The new COVID-19 Protection Framework sets a pathway forward that rewards the rapidly growing number of vaccinated New Zealanders with more freedoms to go about their lives safely.“The simplified framework has three levels: green, orange and red. Vaccine certificates will provide greater freedoms at each level, and there will be extra public health precautions built in at higher levels to minimise the impact of COVID-19 and suppress the spread of the virus,” Jacinda Ardern said.The new traffic light framework will allow businesses previously considered high-risk to fully open to vaccinated customers at green and orange and continue to operate with some restrictions at red. Businesses that choose to open to the unvaccinated will face restrictions in order to suppress the virus amongst those most likely to have it.“Fully vaccinated people will be able to reconnect with family and friends, go to bars and restaurants and do the things they love with greater certainty and confidence. The framework also provides businesses greater certainty to plan and grow,” Jacinda Ardern said.“If you are still unvaccinated, not only will you be more at risk of catching COVID-19, but many of the freedoms others enjoy will be out of reach. No-one wants that to happen but we need to minimise the threat of the virus, which is now mainly spreading amongst unvaccinated people.“These new requirements are a strong incentive for those who still haven’t had their first dose to do so quickly. The choice is clear for anyone who wants to go to a bar, restaurant, gym or to attend gatherings.“The framework maintains the ability to move up levels when needed to control an outbreak, but is more flexible than the current alert level system.“That is because there is clear evidence the virus finds it harder to spread in vaccinated environments which is why businesses that provide services only to vaccinated people can operate at every level of the new framework and without any restrictions at green and orange.“Testing, contact tracing and isolation will continue as key tools to minimise any spread of the virus. And localised lockdowns will still be an option if we see a rapid growth in cases in areas with high levels of unvaccinated people.“A target of 90 percent fully vaccinated across each DHB region has been set as the milestone to trigger moving the country into the new system. This target ensures good regional spread across the country and will also help address equity issues within each region.“Modelling shows having 90 percent of eligible people fully vaccinated provides a high level of coverage, keeping most New Zealanders safe and helping slow and control outbreaks, assisting public health authorities to do their job.“Auckland will be able to move sooner. This plan provides a clear path for Auckland to move out of lockdown as soon as 90 percent fully vaccinated is reached in each of the city’s three DHBs.“Ultimately we have balanced the desire to re-open quickly while continuing to keep people safe. This plan is unique to New Zealand and rewards New Zealanders who have chosen to be vaccinated, while also giving us the flexibility to step up our response if needed.“High vaccination rates is also an important step to allow us to reconnect New Zealanders to the world.“As we move through the most challenging part of the vaccination campaign this is the clearest incentive we can offer to people to get vaccinated. If you want to do the things you love then you need to get vaccinated.“If you haven’t booked a first dose – do it today. It’s how we win our freedoms and do the things we love doing. It’s our ticket to summer,” Jacinda Ardern said.","Publication Date: 22 October 2021
URL: https://www.beehive.govt.nz//release/new-covid-19-protection-framework-delivers-greater-freedoms-vaccinated-new-zealanders
Portfolios: Prime Minister"
Government confirms COVID_19 vaccinations to protect tamariki,"Parents and caregivers will have the opportunity to protect their children aged 5 to 11 against COVID-19 with the child version of the Pfizer vaccine, COVID-19 Response Minister Chris Hipkins confirmed today.“A key focus of the Government is to keep everyone in New Zealand safe from the COVID-19 pandemic,” Chris Hipkins said.“That’s why Cabinet has agreed with the advice from the COVID-19 Technical Advisory Group, off the back of Medsafe approval that confirms both the safety and efficacy of the paediatric vaccine, to use of the vaccine to protect 5 to 11-years-olds.“This will happen from 17 January. There are 476,000 children between ages 5-11 who will become eligible to get their first dose from this date, and their second dose at least eight weeks later.“As we have seen to date, the virus can be unpredictable. While COVID-19 generally has milder effects in children, with symptoms similar to a cold, some children become severely ill and require hospitalisation.“In the most recent outbreak, 24% of cases have been aged 11 or under.“Like we have seen with adults, if your child is infected with COVID-19 they may transmit the virus to other people. Immunising 5 to 11-year-olds helps protect whānau members whose health makes them more vulnerable to COVID-19.”The Ministry of Health is working with iwi, DHBs, hauora providers, and community organisations to roll out the Pfizer vaccine to children in ways that suit whānau and communities.While there are no plans for a school-based immunisation programme, schools are being considered as community vaccination sites. This will add capacity to the vaccination network and make it even easier for families to get vaccinated.“The government is strongly encouraging parents to have their children vaccinated against COVID-19, but I want to be clear that this is a choice for parents. The Government has no intention of making COVID-19 vaccinations mandatory for anyone in this age group,” Chris Hipkins said.“I encourage parents to make an informed choice and have their children vaccinated to protect them and those they love.""Notes for editors:Children need two doses of the vaccine to be fully protected. It is recommended that these are given at least 8 weeks apart, however the interval can be safely shortened to a minimum of 21 days if needed, for example if your child is starting significant immunosuppression treatment.The vaccine is free. A parent, caregiver or legal guardian will need to accompany your child to their appointment(s) as the responsible adult and provide consent for them to be vaccinated.The vaccine has been through clinical trials in children of the same age group. In general, the side effects that were reported were mild, didn’t last long, and were similar to side effects from other routine vaccines.Myocarditis and pericarditis are very rare but serious side effects of the Pfizer vaccine. In the clinical trial no cases were seen in children aged 5 to 11 however it is important to be aware of the symptoms for all ages who are vaccinated. The Covid-19 Vaccination Technical Advisory Group (CV-TAG) and Medsafe will continue to monitor safety data, including for these rare side effects, from the rollout of programmes to 5 to 11 year old children in other countries.Parents or caregivers can go to a walk-in clinic with their tamariki or use BookMyVaccine.nz to get immunised with their usual health provider, hauora, or general practice (make sure you select the appropriate age range).If you want to book for more than one child or you’re unable to book online, you can call the COVID Vaccination Healthline on 0800 28 29 26 (8am to 8pm, 7 days a week).The disability team is available Monday to Friday, from 8am to 8pm. To book an immunisation appointment for your tamarikicall0800 28 29 26and push 2;Free text: 8988 or email:accessiblecovidvaccinations@whakarongorau.nz","Publication Date: 21 December 2021
URL: https://www.beehive.govt.nz//release/government-confirms-covid-19-vaccinations-protect-tamariki
Portfolios: COVID-19 Response"
Funding boost supports ongoing Māori COVID_19 response,"The Government is responding to the need by whānau Māori and Māori Health providers to support their ongoing work responding to COVID-19 and to continue increasing rates of Māori vaccination, Associate Minister for Health (Māori Health), Peeni Henare and Minister for Māori Development Willie Jackson announced today.This increased funding of $38 million will ensure Māori health providers provide ongoing support to Māori communities while responding to COVID-19. It comes after engagement with the Māori health and disability sector, which showed providers are struggling to support the COVID-19 response within their current resources.“Māori are one of the most at-risk communities for COVID-19 and vaccination rates for Māori are behind the general population. However Māori health providers are well connected to their communities and have demonstrated their ability to protect whānau and get them vaccinated so we are increasing their support so they can keep doing that work without having to pull back,” Peeni Henare said.“It’s critical we put further resource into our Māori health providers at this time, especially with the increased risk posed by Delta and the current push to increase Māori vaccination rates.“There is clear evidence that Māori health providers are making inroads into our hard to reach communities and those who may be vaccine hesitant. It’s important they can continue this work with the funding and resources they need,” Peeni Henare said.Out of the total fund, $17 million will go to providers to help them adapt their current services to support the response, whilst also maintaining other essential services.“Our Māori health providers have told us they’re under immense pressure with increased demand to support testing, contact tracing, case management, and vaccinations, while also trying to keep up with their other work.“This funding ensures our providers can continue to support their communities without burning out or losing capacity,” Peeni Henare said.“$14 million of this funding will ensure whānau, especially those living in hard-to-reach areas, are able to access testing, vaccinations, medications, and other essential health services.“As well as taking care of their physical needs, it’s also important whānau are able to access mental health and wellbeing support. So, a further $3 million will be invested in a multi-media campaign and community programmes,” Peeni Henare said.A portion of this funding has also been allocated to directly support whānau, many of whom have been put under considerable stress through this recent outbreak.“An additional $2 million will ensure providers can work through the long tail of this current outbreak and prepare for future outbreaks,” Peeni Henare said.Willie Jackson said today’s announcement was a culmination of work done between the Ministry of Health and Te Puni Kōkiri.“This funding is about supporting those who are most vulnerable, whānau Māori. We know what’s happening on the ground within our communities and the importance of vaccinations,” Willie Jackson said“This announcement demonstrates the Government’s willingness and confidence to invest in Maori providers to deliver to our communities. That’s why TPK will kick-in $2 million immediately to get the project underway,” Willie Jackson said.The $2 million is part of a $5 million reprioritised fund from the COVID-19, 2021 Whānau Recovery Fund, announced earlier this month to provide immediate relief to vulnerable whānau Māori and communities during the current COVID-19 outbreak. The $2 million will go to Māori health providers who work directly with TPK, supporting community driven, local responses to gaps in access and provision of critical services such as vaccination.“I am incredibly proud of our Māori health providers and the work they do for whānau Māori. Their passion and dedication to their communities is an exemplar for the rest of the health and disability system – me mihi ka tika,” Peeni Henare said.Media notesThe $36 million (Ministry of Health) will be split across four priority areas:$17 million has been allocated to help providers adapt their services to support the COVID-19 response, whilst also maintaining their other essential health services. This funding will also resource additional staffing requirements and offer any staff wellbeing support to sustain the workforce.$14 million will help whānau access health services, medications, and hygiene products. It will also help provide greater reach of vaccination, testing, and other health services to hard-to-reach areas.$3 million will strengthen the Māori psychosocial response, ensuring whānau have access to mental health and wellbeing services.$2 million will ensure providers have sufficient funding to manage the long tail of this response, sustain their efforts, and help them prepare for future outbreaks.This funding will be distributed to providers through both existing contracts and a streamlined contestable process. Providers who are already part of the COVID-19 Māori health response with current contracts will be able to assess this funding through a variation to contract and for other providers, there will be an application process.The Ministry of Health will provide additional details on their website.The $2 million (Te Puni Kokiri) will be funded towards:$2 million to assist Māori health providers who work directly with TPK to support community driven, local responses to gaps in access and provision of critical services such as vaccination.To apply for funding, Māori and iwi organisations need to contact their local Te Puni Kōkiri office:https://www.tpk.govt.nz/en/whakapa-mai","Publication Date: 21 September 2021
URL: https://www.beehive.govt.nz//release/funding-boost-supports-ongoing-m%C4%81ori-covid-19-response
Portfolios: Health, Māori Development"
Govt providing business the tools to vaccinate workforces,"Simplified vaccination assessment tool will be able to be used mid-December to help employers decide if they would require vaccination for different types of work.Workers covered by the My Vaccine Pass mandate need to have their first dose by 3 December and be fully vaccinated by 17 January 2022.The Government is building on measures to protect businesses and workers from COVID-19as the country gets ready to transition to the new COVID-19 Protection Framework on December 3, Workplace Relations and Safety Minister Michael Wood announced today.“Employers and employees have been asking for certainty on what roles may need to be done by vaccinated workers under the COVID-19 Protection Framework,” Michael Wood said.“Vaccine requirements in the workplace are a common tool many countries around the world are using to stop the spread of COVID and to protect their workers and customers from the virus.“We’ve developed a tool to help clarify what work should be covered by vaccinated workers which is simple and clear for assessing when it is reasonable to require vaccination for other work.“This tool provides a clear, legal framework to help businesses make decisions about vaccinations in the workplace.It builds on the guidance provided by WorkSafe and has had input from BusinessNZ and the CTU. The tool will specify four key factors, at least three of which must be met, before it would be reasonable to require vaccination for particular work.“This new process won’t override risk assessments that businesses have already done under the existing health and safety guidelines.Businesses can choose which one they use, and any assessments done to date remain valid.“We understand that businesses and workers need certainty. Legislation allowing the vaccination assessment tool to be created, as well as introducing four weeks’ paid notice of termination and paid time off to get vaccinated, will be passed under urgency this week. This legislation will come into effect the day after it is passed. The assessment tool will then be available for businesses to use once regulations are made in mid-December under the amended law.“It’s common sense to ensure staff in workplaces that are either required to or can use the My Vaccine Pass are vaccinated. This is regardless of whether the business chooses to require My Vaccine Passes from customers or attendees. It gives confidence to the customers who are vaccinated and means the business will be less likely to be affected by cases.“We have tested this requirement with stakeholders, and it has received broad support, including from religious communities. Everyone wants to keep their staff, customers and congregations safe.“This requirement to be vaccinated applies to hospitality, events, close contact businesses and gyms. To continue doing work in these areas, workers will need to have their first vaccination by the day that the COVID-19 Protection Framework comes into effect, which will be Friday December 3. These workers will need to be fully vaccinated by 17 January 2022 to continue doing that work.“91 per cent of New Zealanders have already had one dose of the vaccine, so for the overwhelming majority this requirement isn’t an issue. For those who are not yet vaccinated, especially workers in areas where My Vaccine Passes can be applied, there are 10 days left to get your first dose. It is free, safe and the most effective way to keep you, your whānau, business and customers safe. It’s a simple contribution to keeping all New Zealanders safe from COVID-19,” Michael Wood said.","Publication Date: 23 November 2021
URL: https://www.beehive.govt.nz//release/govt-providing-business-tools-vaccinate-workforces
Portfolios: Workplace Relations and Safety"
New Zealand to donate further COVID_19 vaccines to Tonga and Samoa,"Foreign Affairs Minister Nanaia Mahuta and Associate Health Minister Aupito William Sio today announced that New Zealand is donating further Pfizer vaccines to Tonga and Samoa.“Aotearoa New Zealand is donating an additional 9,300 doses of the Pfizer COVID-19 vaccine to Tonga, and 10,000 doses to Samoa,” Nanaia Mahuta said.“These donations are part of Aotearoa New Zealand’s ongoing commitment to global vaccination efforts and are part of our plans to support vaccine rollout in the Pacific.”“These vaccines will enable frontline workers and vulnerable populations to access a booster as early as possible,” Aupito William Sio said.“Both Samoa and Tonga have done an impressive job of vaccinating their people against COVID-19.”“With Tonga now in lockdown and COVID-19 detected at the border in Samoa, ensuring populations are boosted will play a key role in mitigating the impacts of an outbreak,” Nanaia Mahuta said.Following the Hunga Tonga-Hunga Ha'apai volcanic eruption and tsunami, New Zealand has provided $3 million to Tonga in humanitarian funding. A Royal New Zealand Air Force C-130 Hercules has departed Base Auckland Whenuapai earlier today carrying the vaccines, rapid antigen tests, and equipment to support re-establishing the electrical network.This donation brings New Zealand’s total vaccine donations to over 47,000 for Tonga and 94,000 for Samoa.","Publication Date: 5 February 2022
URL: https://www.beehive.govt.nz//release/new-zealand-donate-further-covid-19-vaccines-tonga-and-samoa
Portfolios: Foreign Affairs, Health"
Young people aged 16 and 17 eligible for COVID_19 boosters,"From tomorrow, young people aged 16 and 17 can receive a free booster dose of the Pfizer vaccine at least six months after completing their primary course, COVID-19 Response Minister Chris Hipkins has announced.This follows Medsafe’s provisional approval of the Pfizer COVID-19 vaccine (Comirnaty) as a booster dose for this age group.“This decision is great news and means that from tomorrow, around 36,000 rangatahi aged 16 and 17 years will be eligible to receive a booster dose,” Chris Hipkins said.“They can do this by visiting any walk-in vaccination clinic around the country.“A booster dose is particularly recommended for 16- and 17-year-olds who’re at higher risk of severe COVID-19 symptoms and hospitalisation.  This includes those who’re immunocompromised or living with a family member who is immunocompromised, and Māori and Pacific rangatahi.“Decisions like this are another important step in helping us protect all New Zealanders, especially as we get closer to the winter months.“We know that over time, immunity to the virus wanes, so getting the booster gives the best protection against COVID-19.“This is also a reminder to any New Zealander who hasn’t yet had their booster, that even if you’ve already had COVID-19, getting a booster at least 3 months after you test positive helps reduce the risk of being re-infected and passing it on to others.“It also reduces the chances of you becoming very ill and ending up in hospital.“This decision on booster doses for our young people protects more New Zealanders from the risk of serious complications from COVID-19.“I also want to recognise theteam at Medsafe who’ve worked hard to assess all COVID-19 vaccine applications.“Medsafe follows a robust approval process to ensure all the vaccines we use in New Zealand meet acceptable standards for safety, quality and efficacy.”Notes:You can check when you are due for a booster by visitingmycovidrecord.nzIf your second dose was six months ago you can get your booster by:finding a walk-in vaccination centre atBookmyvaccine.nzor call COVID Vaccination Healthline 0800 28 29 26 (8am - 8pm, 7 days a week).From 14 April, to allow time for technical integration of the decision into the digital booking system, this group will be able to book throughBookMyVaccine.nz.From14 April,you’ll also be able to book for yourself or make a whānau booking (group bookings for more than one person) by calling the COVID Vaccination Healthline 0800 28 29 26 (8am - 8pm, 7 days a week).Interpretation services, and text, email and NZ Relay options for deaf and hearing impaired are available if you need them on 0800 28 29 26 (8am - 8pm, 7 days a week). There is also a specialist team for disabled people (option 2 on the 0800 number).","Publication Date: 6 April 2022
URL: https://www.beehive.govt.nz//release/young-people-aged-16-and-17-eligible-covid-19-boosters
Portfolios: COVID-19 Response"
Govt purchases enough Pfizer vaccines for whole country,"The Government has guaranteed that every New Zealander will have access to the Pfizer/BioNTech vaccine, after securing an additional 8.5 million doses, Prime Minister Jacinda Ardern announced today.“The Government has signed an advance purchase agreement for 8.5 million additional doses, enough to vaccinate 4.25 million people. The vaccines are expected to arrive in New Zealand during the second half of the year,” Jacinda Ardern said.“This brings our total Pfizer order to 10 million doses or enough for 5 million people to get the two shots needed to be fully vaccinated against COVID-19.”The Government’s original agreement with Pfizer was for approximately 1.5 million doses, enough to vaccinate 750,000 people.“The decision to make Pfizer New Zealand’s primary vaccine provider, was based on the fact the Pfizer vaccine has been shown to be about 95 percent effective at preventing symptomatic infection.“It also means all New Zealanders will have the chance to access the same vaccine.“Whilst the Pfizer vaccine does need to be kept at ultra-cold temperatures, this challenge is offset by only having to deal with one vaccine, rather than multiple vaccines with multiple protocols. It will simplify our vaccine roll out.“This purchase marks a significant milestone in New Zealand’s fight against COVID-19. We can take heart that we’ve now secured one of the strongest and more effective tools in the COVID-19 toolkit.“With every person who gets vaccinated, New Zealand gets one step closer to moving away from restrictions to manage COVID-19,” Jacinda Ardern said.“This is a significant addition to our COVID-19 vaccine portfolio. It indicates our confidence in the vaccine’s performance to date and our demonstrated ability to administer it,” COVID-19 Response Minister Chris Hipkins said.“The Ministry of Health is now working with Pfizer on a delivery schedule for the additional vaccines which will ensure a smooth rollout and a scaling up of our vaccination programme as we start to immunise the general public from the middle of the year.“Consideration is also being given to how best to use vaccine doses that don’t end up being needed in New Zealand. We are working on options for donating surplus doses across our wider portfolio to the Pacific and developing countries worldwide.“We are committed to ensuring that any doses not needed here are put to good use elsewhere. Options could include delaying delivery to New Zealand, in order to free up supply for other countries in the short-term, or donating spare vaccines to other countries.“We are also working closely with the Realm countries of Niue, Tokelau, and the Cook Islands, as well as our close neighbours Samoa, Tonga and Tuvalu to provide access to our vaccine portfolio and provide wider support for vaccine roll-out,” Chris Hipkins said.","Publication Date: 8 March 2021
URL: https://www.beehive.govt.nz//release/govt-purchases-enough-pfizer-vaccines-whole-country
Portfolios: Prime Minister, COVID-19 Response"
